Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade
2018,16,tollij1,Jalen Tolliver,WR,ARI,LAR,25.0,24,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,8.9,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2018,16,moorec1,Chris Moore,WR,BAL,@LAC,15.1,3,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,8.2,0.1,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2018,16,bellaj1,Josh Bellamy,WR,CHI,@SF,27.1,31,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,7.4,0.1,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2018,16,hallm2,Marvin Hall,WR,ATL,@CAR,24.0,22,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,8.1,0.1,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2018,16,tatea1,Auden Tate,WR,CIN,@CLE,18.4,6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,8.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2018,16,harrid1,Dwayne Harris,WR,OAK,DEN,21.6,15,1.7,0.0,0.0,0.0,0.0,0.0,0.3,2.2,0.0,0.7,7.5,0.0,0.0,0.1,0.4,0.0,0.0,0.0,C-Game
2018,16,brownn1,Noah Brown,WR,DAL,TB,23.4,20,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7.9,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2018,16,matthj2,Jordan Matthews,WR,PHI,HOU,25.8,26,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,5.3,0.1,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2018,16,kumerj1,Jake Kumerow,WR,GB,@NYJ,28.4,32,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,7.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2018,16,hurnsa1,Allen Hurns,WR,DAL,TB,23.4,20,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.6,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2018,16,jennid1,Darius Jennings,WR,TEN,WAS,24.1,23,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,6.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2018,16,jamesr1,Richie James,WR,SF,CHI,21.2,13,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2018,16,thomad7,DeAnthony Thomas,WR,KC,@SEA,21.8,16,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2018,16,cracrr1,River Cracraft,WR,DEN,@OAK,19.1,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2018,16,dorsep1,Phillip Dorsett,WR,NE,BUF,19.6,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2018,16,ratled1,Damion Ratley,WR,CLE,CIN,20.9,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2018,16,smitht7,Torrey Smith,WR,CAR,ATL,22.7,17,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2018,16,batsoc1,Cameron Batson,WR,TEN,WAS,24.1,23,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2018,16,gager1,Russell Gage,WR,ATL,@CAR,24.0,22,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game
2018,16,kelcet1,Travis Kelce,TE,KC,@SEA,6.5,11,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,82.0,0.5,0.0,0.0,4.3,0.0,0.0,0.0,A-Game
2018,16,ertzz1,Zach Ertz,TE,PHI,HOU,9.3,27,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,69.6,0.4,0.0,0.0,3.7,0.0,0.0,0.0,A-Game
2018,16,kittlg1,George Kittle,TE,SF,CHI,6.8,12,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,73.0,0.3,0.0,0.0,3.7,0.1,0.0,0.0,A-Game
2018,16,ebrone1,Eric Ebron,TE,IND,NYG,4.8,5,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,47.8,0.7,0.0,0.0,2.5,0.0,0.0,0.0,A-Game
2018,16,cookj2,Jared Cook,TE,OAK,DEN,9.0,26,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,57.7,0.4,0.0,0.0,2.9,0.0,0.0,0.0,A-Game
2018,16,gronkr1,Rob Gronkowski,TE,NE,BUF,4.1,4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,57.1,0.4,0.0,0.0,2.8,0.0,0.0,0.0,A-Game
2018,16,engrae1,Evan Engram,TE,NYG,@IND,10.1,29,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,57.0,0.2,0.0,0.0,3.0,0.0,0.0,0.0,A-Game
2018,16,njokud1,David Njoku,TE,CLE,CIN,8.6,23,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,43.2,0.3,0.0,0.0,2.2,0.0,0.0,0.0,A-Game
2018,16,hoopea1,Austin Hooper,TE,ATL,@CAR,9.8,28,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,36.6,0.3,0.0,0.0,2.1,0.0,0.0,0.0,A-Game
2018,16,herndc1,Chris Herndon,TE,NYJ,GB,6.3,10,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,40.8,0.3,0.0,0.0,2.1,0.0,0.0,0.0,A-Game
2018,16,bratec1,Cameron Brate,TE,TB,@DAL,7.5,19,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,26.1,0.6,0.0,0.0,1.5,0.0,0.0,0.0,A-Game
2018,16,burtot1,Trey Burton,TE,CHI,@SF,3.6,2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,36.9,0.4,0.0,0.0,1.9,0.0,0.0,0.0,A-Game
2018,16,mcdonv1,Vance McDonald,TE,PIT,@NO,6.2,9,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,37.1,0.3,0.0,0.0,2.0,0.0,0.0,0.0,A-Game
2018,16,uzomac1,C.J. Uzomah,TE,CIN,@CLE,8.6,24,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,35.2,0.2,0.0,0.0,1.9,0.0,0.0,0.0,B-Game
2018,16,rudolk1,Kyle Rudolph,TE,MIN,@DET,7.1,15,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,34.3,0.2,0.0,0.0,1.8,0.0,0.0,0.0,B-Game
2018,16,grahaj1,Jimmy Graham,TE,GB,@NYJ,6.9,14,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,37.3,0.2,0.0,0.0,1.9,0.0,0.0,0.0,B-Game
2018,16,sealsr1,Ricky Seals-Jones,TE,ARI,LAR,7.2,16,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,34.4,0.1,0.0,0.0,1.8,0.0,0.0,0.0,B-Game
2018,16,jarwib1,Blake Jarwin,TE,DAL,TB,7.3,17,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,30.2,0.2,0.0,0.0,1.6,0.0,0.0,0.0,B-Game
2018,16,thomai1,Ian Thomas,TE,CAR,ATL,7.4,18,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,25.7,0.2,0.0,0.0,1.4,0.0,0.0,0.0,C-Game
2018,16,lacosm1,Matt LaCosse,TE,DEN,@OAK,12.0,31,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,27.0,0.2,0.0,0.0,1.4,0.0,0.0,0.0,C-Game
2018,16,toilol1,Levine Toilolo,TE,DET,MIN,5.5,8,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,27.8,0.2,0.0,0.0,1.5,0.0,0.0,0.0,C-Game
2018,16,thomaj3,Jordan Thomas,TE,HOU,@PHI,6.8,13,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,19.3,0.3,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2018,16,evereg1,Gerald Everett,TE,LAR,@ARI,2.9,1,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,22.0,0.3,0.0,0.0,1.2,0.0,0.0,0.0,C-Game
2018,16,watsob1,Ben Watson,TE,NO,PIT,8.7,25,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,25.8,0.2,0.0,0.0,1.3,0.0,0.0,0.0,C-Game
2018,16,goeded1,Dallas Goedert,TE,PHI,HOU,9.3,27,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,19.7,0.2,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2018,16,gatesa1,Antonio Gates,TE,LAC,BAL,8.4,21,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,22.8,0.2,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2018,16,firksa1,Anthony Firkser,TE,TEN,WAS,5.4,7,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,21.5,0.1,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2018,16,griffr2,Ryan Griffin,TE,HOU,@PHI,6.8,13,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.2,0.1,0.0,0.0,1.2,0.0,0.0,0.0,C-Game
2018,16,clayc1,Charles Clay,TE,BUF,@NE,8.5,22,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,C-Game
2018,16,oshauj1,James O'Shaughnessy,TE,JAX,@MIA,12.7,32,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,22.1,0.1,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2018,16,andrem1,Mark Andrews,TE,BAL,@LAC,5.0,6,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,18.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,C-Game
2018,16,sprinj1,Jeremy Sprinkle,TE,WAS,@TEN,3.8,3,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,18.4,0.1,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2018,16,hillj4,Josh Hill,TE,NO,PIT,8.7,25,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,21.2,0.1,0.0,0.0,1.0,0.0,0.0,0.0,C-Game
2018,16,dickse1,Ed Dickson,TE,SEA,KC,12.0,30,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,21.5,0.1,0.0,0.0,1.0,0.0,0.0,0.0,C-Game
2018,16,higbet1,Tyler Higbee,TE,LAR,@ARI,2.9,1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,15.9,0.2,0.0,0.0,0.9,0.0,0.0,0.0,C-Game
2018,16,jamesj2,Jesse James,TE,PIT,@NO,6.2,9,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,17.8,0.1,0.0,0.0,1.0,0.0,0.0,0.0,C-Game
2018,16,stockl1,Luke Stocker,TE,TEN,WAS,5.4,7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,17.2,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game
2018,16,aliecm1,Mo Alie-Cox,TE,IND,NYG,4.8,5,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,15.5,0.2,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2018,16,ellisr1,Rhett Ellison,TE,NYG,@IND,10.1,29,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,13.3,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game
2018,16,croomj1,Jason Croom,TE,BUF,@NE,8.5,22,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,15.8,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game
2018,16,davisv1,Vernon Davis,TE,WAS,@TEN,3.8,3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,16.5,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game
2018,16,gesicm1,Mike Gesicki,TE,MIA,JAX,7.7,20,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,12.9,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2018,16,hursth1,Hayden Hurst,TE,BAL,@LAC,5.0,6,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,13.1,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2018,16,vannen1,Nick Vannett,TE,SEA,KC,12.0,30,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,12.1,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2018,16,schuld1,Dalton Schultz,TE,DAL,TB,7.3,17,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,11.8,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2018,16,greenv1,Virgil Green,TE,LAC,BAL,8.4,21,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,14.2,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2018,16,harrid3,Demetrius Harris,TE,KC,@SEA,6.5,11,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,9.1,0.2,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2018,16,olearn1,Nick O'Leary,TE,MIA,JAX,7.7,20,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.7,0.1,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2018,16,roberm1,Michael Roberts,TE,DET,MIN,5.5,8,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.6,0.1,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2018,16,shahea1,Adam Shaheen,TE,CHI,@SF,3.6,2,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,11.1,0.1,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2018,16,bellb1,Blake Bell,TE,JAX,@MIA,12.7,32,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,10.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2018,16,parkeb1,Brian Parker,TE,DEN,@OAK,12.0,31,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,9.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2018,16,kendrl1,Lance Kendricks,TE,GB,@NYJ,6.9,14,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,11.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2018,16,willim6,Maxx Williams,TE,BAL,@LAC,5.0,6,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2018,16,greshj1,Jermaine Gresham,TE,ARI,LAR,7.2,16,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,10.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2018,16,leggej1,Jordan Leggett,TE,NYJ,GB,6.3,10,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,7.4,0.1,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2018,16,willsl1,Luke Willson,TE,DET,MIN,5.5,8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,6.9,0.0,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2018,16,tomlie1,Eric Tomlinson,TE,NYJ,GB,6.3,10,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,6.2,0.1,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2018,16,smithl1,Lee Smith,TE,OAK,DEN,9.0,26,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,5.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2018,16,auclaa1,Antony Auclair,TE,TB,@DAL,7.5,19,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,7.8,0.0,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2018,16,lengem1,Matt Lengel,TE,CIN,@CLE,8.6,24,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2018,16,carrid1,Derek Carrier,TE,OAK,DEN,9.0,26,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,7.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2018,16,pruitm1,MyCole Pruitt,TE,TEN,WAS,5.4,7,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,6.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2018,16,manhec1,Chris Manhertz,TE,CAR,ATL,7.4,18,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,4.5,0.1,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2018,16,fellsd2,Darren Fells,TE,CLE,CIN,8.6,23,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.4,0.1,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2018,16,boylen1,Nick Boyle,TE,BAL,@LAC,5.0,6,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,6.6,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2018,16,conklt1,Tyler Conklin,TE,MIN,@DET,7.1,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2018,16,celekg1,Garrett Celek,TE,SF,CHI,6.8,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.4,0.1,0.0,0.0,0.1,0.0,0.0,0.0,C-Game
2018,16,akinsj1,Jordan Akins,TE,HOU,@PHI,6.8,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2018,16,lewism2,Marcedes Lewis,TE,GB,@NYJ,6.9,14,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,5.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2018,16,tonyar1,Robert Tonyan,TE,GB,@NYJ,6.9,14,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.9,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2018,16,arnold1,Dan Arnold,TE,NO,PIT,8.7,25,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2018,16,saubee1,Eric Saubert,TE,ATL,@CAR,9.8,28,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game
2018,16,gather1,Rico Gathers,TE,DAL,TB,7.3,17,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game
2018,16,smythd1,Durham Smythe,TE,MIA,JAX,7.7,20,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game
2018,16,zuerlg1,Greg Zuerlein,K,LAR,@ARI,7.9,27,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1.8,A-Game
2018,16,gostks1,Stephen Gostkowski,K,NE,BUF,5.4,6,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.8,A-Game
2018,16,vinata1,Adam Vinatieri,K,IND,NYG,7.9,25,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.7,A-Game
2018,16,lutzw1,Wil Lutz,K,NO,PIT,6.5,10,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,1.6,A-Game
2018,16,fairbk1,Ka'imi Fairbairn,K,HOU,@PHI,8.8,30,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.9,A-Game
2018,16,maherb1,Brett Maher,K,DAL,TB,7.2,20,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.7,A-Game
2018,16,butkeh1,Harrison Butker,K,KC,@SEA,5.2,4,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,1.5,A-Game
2018,16,parkec1,Cody Parkey,K,CHI,@SF,7.4,23,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.8,B-Game
2018,16,bailed1,Dan Bailey,K,MIN,@DET,4.3,2,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.7,B-Game
2018,16,badglm1,Mike Badgley,K,LAC,BAL,5.9,7,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.6,B-Game
2018,16,mcmanb1,Brandon McManus,K,DEN,@OAK,8.7,29,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.6,B-Game
2018,16,crosbm1,Mason Crosby,K,GB,@NYJ,10.8,32,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.7,B-Game
2018,16,bryanm1,Matt Bryant,K,ATL,@CAR,7.8,24,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.6,B-Game
2018,16,josepg1,Greg Joseph,K,CLE,CIN,9.9,31,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.5,B-Game
2018,16,succor1,Ryan Succop,K,TEN,WAS,6.7,15,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.7,B-Game
2018,16,janiks1,Sebastian Janikowski,K,SEA,KC,7.3,21,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.5,B-Game
2018,16,tuckej1,Justin Tucker,K,BAL,@LAC,6.8,16,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.7,B-Game
2018,16,ellioj1,Jake Elliott,K,PHI,HOU,5.2,5,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.6,B-Game
2018,16,sandej1,Jason Sanders,K,MIA,JAX,6.2,9,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.6,B-Game
2018,16,myersj1,Jason Myers,K,NYJ,GB,7.3,22,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.6,B-Game
2018,16,carlsd1,Daniel Carlson,K,OAK,DEN,6.5,11,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.6,B-Game
2018,16,catanc1,Chandler Catanzaro,K,CAR,ATL,6.9,17,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.5,B-Game
2018,16,boswec1,Chris Boswell,K,PIT,@NO,3.4,1,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.4,B-Game
2018,16,santoc1,Cairo Santos,K,TB,@DAL,6.6,14,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.5,B-Game
2018,16,forbak1,Kai Forbath,K,JAX,@MIA,7.1,18,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.6,B-Game
2018,16,bullor1,Randy Bullock,K,CIN,@CLE,8.2,28,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,B-Game
2018,16,gouldr1,Robbie Gould,K,SF,CHI,5.9,8,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.5,B-Game
2018,16,pratem1,Matt Prater,K,DET,MIN,6.6,13,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.5,B-Game
2018,16,rosasa1,Aldrick Rosas,K,NYG,@IND,6.6,12,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.4,B-Game
